id,full_name,year,manufacturer,model,country,class,pi,speed,handling,acceleration,launch,braking,offroad,power_hp,torque_lb_ft,weight_lb,engine,layout,price_cr,division,unlock,image_local_path,wiki_page
2022-maserati-mc20,2022 Maserati MC20,2022,Maserati,MC20,ita,S1,753,7.9,6.5,6.6,7.2,7.0,4.8,,,,V6,"Mid-Engined, Rear-Wheel Drive",220000,msu,announced,images/2022-maserati-mc20.png,https://forza.fandom.com/wiki/Maserati_MC20
1990-mazda-savanna-rx-7,1990 Mazda Savanna RX-7,1990,Mazda,Savanna RX-7,Japan,C,451,5.7,4.5,4.3,3.3,3.1,5.4,200,196,2981,2-Rotor Rotary,"Front-Engined, Rear-Wheel Drive",23000,rsp,auto,images/1990-mazda-savanna-rx-7.png,https://forza.fandom.com/wiki/Mazda_Savanna_RX-7
1994-mazda-mx-5-miata-1994,1994 Mazda MX-5 Miata,1994,Mazda,MX-5 Miata,jpn,D,329,4.5,4.2,3.4,2.3,2.5,5.2,128,110,2330,I4,"Front-Engined, Rear-Wheel Drive",15000,rsp,announced,images/1994-mazda-mx-5-miata-1994.png,https://forza.fandom.com/wiki/Mazda_MX-5_Miata_%281994%29
2008-mazda-furai,2008 Mazda Furai,2008,Mazda,Furai,jpn,,,998.0,,,,,,458,278,1488,3-Rotor Rotary,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2008-mazda-furai.png,https://forza.fandom.com/wiki/Mazda_Furai
2010-mazda-mazdaspeed-3-2010,2010 Mazda Mazdaspeed 3,2010,Mazda,Mazdaspeed 3,Japan,,,600.0,,,,,,263,280,3221,I4,"Front-Engined, Front-Wheel Drive",,,announced,images/2010-mazda-mazdaspeed-3-2010.png,https://forza.fandom.com/wiki/Mazda_Mazdaspeed_3_%282010%29
1993-mclaren-f1,1993 McLaren F1,1993,McLaren,F1,United Kingdom,,,,,,,,,627,480,2840,V12,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1993-mclaren-f1.png,https://forza.fandom.com/wiki/McLaren_F1
1997-mclaren-f1-gt,1997 McLaren F1 GT,1997,McLaren,F1 GT,United Kingdom,,,,,,,,,618,480,2469,V12,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1997-mclaren-f1-gt.png,https://forza.fandom.com/wiki/McLaren_F1_GT
2011-mclaren-12c-coup,2011 McLaren 12C Coupé,2011,McLaren,12C Coupé,United Kingdom,S1,727,7.6,6.0,6.3,6.9,6.2,5.1,592,442,3031,V8,"Mid-Engined, Rear-Wheel Drive",105000,msu,auto,images/2011-mclaren-12c-coup.png,https://forza.fandom.com/wiki/McLaren_12C_Coup%C3%A9
2015-mclaren-570s-coup,2015 McLaren 570S Coupé,2015,McLaren,570S Coupé,United Kingdom,,,800.0,,,,,,562,4425,3016,V8,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2015-mclaren-570s-coup.png,https://forza.fandom.com/wiki/McLaren_570S_Coup%C3%A9
2014-mercedes-benz-unimog-u5023,2014 Mercedes Unimog U5023,2014,Mercedes,Unimog U5023,ger,,,400.0,,,,,,228,663,15432,I4,"Front-Engined, All-Wheel Drive",,,announced,images/2014-mercedes-benz-unimog-u5023.png,https://forza.fandom.com/wiki/Mercedes-Benz_Unimog_U5023
2014-mini-x-raid-all4-racing-countryman,2014 Mini X-Raid All4 Racing Countryman,2014,Mini,X-Raid All4 Racing Countryman,United Kingdom,,,,,,,,,307,516,4299,I6,"Front-Engined, All-Wheel Drive",,,announced,images/2014-mini-x-raid-all4-racing-countryman.png,https://forza.fandom.com/wiki/MINI_X-Raid_All4_Racing_Countryman
2021-mini-john-cooper-works-gp-2021,2021 Mini John Cooper Works GP,2021,Mini,John Cooper Works GP,United Kingdom,,,700.0,,,,,,302,332,2855,I4,"Front-Engined, Front-Wheel Drive",,,announced,images/2021-mini-john-cooper-works-gp-2021.png,https://forza.fandom.com/wiki/MINI_John_Cooper_Works_GP_%282021%29
1971-nissan-skyline-2000gt-r,1971 Nissan Skyline 2000GT-R,1971,Nissan,Skyline 2000GT-R,Japan,D,380,4.7,4.0,3.6,2.5,2.6,5.3,160,133,2425,I6,"Front-Engined, Rear-Wheel Drive",169000,csc,barn,images/1971-nissan-skyline-2000gt-r.png,https://forza.fandom.com/wiki/Nissan_Skyline_2000GT-R
1985-nissan-safari-turbo,1985 Nissan Safari Turbo,1985,Nissan,Safari Turbo,jpn,,123,3.3,2.9,2.0,3.2,2.2,8.3,108,188,3671,I6,"Front-Engined, All-Wheel Drive",25000,p4,treasure,images/1985-nissan-safari-turbo.png,https://forza.fandom.com/wiki/Nissan_Safari_Turbo
1995-nissan-gloria-gran-turismo,1995 Nissan Gloria Gran Turismo,1995,Nissan,Gloria Gran Turismo,Japan,,,500.0,,,,,,,,,V6,"Front-Engined, Rear-Wheel Drive",,,announced,images/1995-nissan-gloria-gran-turismo.png,https://forza.fandom.com/wiki/Nissan_Gloria_Gran_Turismo
1997-nissan-skyline-gt-r-v-spec-1997,1997 Nissan Skyline GT-R V-Spec,1997,Nissan,Skyline GT-R V-Spec,Japan,B,555,6.4,4.9,5.6,3.1,3.6,5.9,278,271,3393,I6,"Front-Engined, All-Wheel Drive",250000,rsp,Hard-to-Find,images/1997-nissan-skyline-gt-r-v-spec-1997.png,https://forza.fandom.com/wiki/Nissan_Skyline_GT-R_V-Spec_%281997%29
1998-nissan-silvia-k-s-aero,1998 Nissan Silvia K's AERO,1998,Nissan,Silvia K's AERO,Japan,,,600.0,,,,,,217,202,2789,I4,"Front-Engined, Rear-Wheel Drive",,,announced,images/1998-nissan-silvia-k-s-aero.png,https://forza.fandom.com/wiki/Nissan_Silvia_K%27s_Aero
2002-nissan-silvia-spec-r-2002,2002 Nissan Silvia Spec-R,2002,Nissan,Silvia Spec-R,jp,B,551,6.3,5.0,4.8,3.0,3.8,5.3,,,,I4,"Front-Engined, Rear-Wheel Drive",44000,rsp,announced,images/2002-nissan-silvia-spec-r-2002.png,https://forza.fandom.com/wiki/Nissan_Silvia_Spec-R_%282002%29
2003-nissan-fairlady-z,2003 Nissan Fairlady Z,2003,Nissan,Fairlady Z,jpn,B,534,6.5,5.0,4.6,4.0,3.5,5.2,287,273,3310,V6,"Front-Engined, Rear-Wheel Drive",18000,rsp,announced,images/2003-nissan-fairlady-z.png,https://forza.fandom.com/wiki/Nissan_Fairlady_Z
2010-nissan-370z,2010 Nissan 370Z,2010,Nissan,370Z,Japan,,,,,,,,,332,270,3267,V6,"Front-Engined, Rear-Wheel Drive",,,announced,images/2010-nissan-370z.png,https://forza.fandom.com/wiki/Nissan_370Z
2024-nissan-gt-r-nismo-2024,2024 Nissan GT-R NISMO,2024,Nissan,GT-R NISMO,Japan,S1,741,7.6,7.1,9.2,7.4,7.3,5.4,,,,V6,"Front-Engined, All-Wheel Drive",270000,tt,auto,images/2024-nissan-gt-r-nismo-2024.png,https://forza.fandom.com/wiki/Nissan_GT-R_NISMO_%282024%29
2010-noble-m600,2010 Noble M600,2010,Noble,M600,United Kingdom,S1,793,8.5,7.0,7.4,7.8,6.1,5.1,650,605,2756,V8,"Mid-Engined, Rear-Wheel Drive",322000,msu,announced,images/2010-noble-m600.png,https://forza.fandom.com/wiki/Noble_M600
2009-pagani-zonda-r,2009 Pagani Zonda R,2009,Pagani,Zonda R,ita,X,918,8.0,9.2,7.6,8.2,10.0,4.2,739,5234,2536,V12,"Mid-Engined, Rear-Wheel Drive",4750000,ett,announced,images/2009-pagani-zonda-r.png,https://forza.fandom.com/wiki/Pagani_Zonda_R
2010-pagani-zonda-cinque-roadster,2010 Pagani Zonda Cinque Roadster,2010,Pagani,Zonda Cinque Roadster,ita,,,900.0,,,,,,678,575,2858,V12,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2010-pagani-zonda-cinque-roadster.jpg,https://forza.fandom.com/wiki/Pagani_Zonda_Cinque_Roadster
2016-pagani-huayra-bc-coupe,2016 Pagani Huayra BC Coupe,2016,Pagani,Huayra BC Coupe,Italy,,,900.0,,,,,,740,7374,2685,V12,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2016-pagani-huayra-bc-coupe.jpg,https://forza.fandom.com/wiki/Pagani_Huayra_BC_Coupe
2022-pagani-huayra-r,2022 Pagani Huayra R,2022,Pagani,Huayra R,ita,,,998.0,,,,,,838,553,2447,V12,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2022-pagani-huayra-r.jpg,https://forza.fandom.com/wiki/Pagani_Huayra_R
1962-peel-p50,1962 Peel P50,1962,Peel,P50,United Kingdom,,100,1.1,2.8,1.0,2.4,5.2,4.8,4,6,310,I1,"Mid-Engined, Rear-Wheel Drive",21000,Classic Customs,announced,images/1962-peel-p50.png,https://forza.fandom.com/wiki/Peel_P50
1962-peel-p50-trolli-edition,1962 Peel P50 Trolli Edition,1962,Peel,P50 Trolli Edition,United Kingdom,,,100.0,,,,,,4,6,310,I1,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1962-peel-p50-trolli-edition.jpg,https://forza.fandom.com/wiki/Peel_P50_Trolli_Edition
2007-peugeot-207-super-2000,2007 Peugeot 207 Super 2000,2007,Peugeot,207 Super 2000,France,A,632,5.3,5.8,5.9,5.2,5.7,8.3,280,184,2425,I4,"Front-Engined, All-Wheel Drive",85000,ram,campaign,images/2007-peugeot-207-super-2000.png,https://forza.fandom.com/wiki/Peugeot_207_Super_2000
1973-porsche-911-carrera-rs,1973 Porsche 911 Carrera RS,1973,Porsche,911 Carrera RS,Germany,,,500.0,,,,,,207,188,2150,F6,"Rear-Engined, Rear-Wheel Drive",,,announced,images/1973-porsche-911-carrera-rs.jpg,https://forza.fandom.com/wiki/Porsche_911_Carrera_RS
1982-porsche-911-turbo-3-3,1982 Porsche 911 Turbo 3.3,1982,Porsche,911 Turbo 3.3,Germany,,,600.0,,,,,,296,304,2866,F6,"Rear-Engined, Rear-Wheel Drive",,,announced,images/1982-porsche-911-turbo-3-3.png,https://forza.fandom.com/wiki/Porsche_911_Turbo_3.3
1987-porsche-959,1987 Porsche 959,1987,Porsche,959,Germany,,,,,,,,,450,369,3190,F6,"Rear-Engined, All-Wheel Drive",,,announced,images/1987-porsche-959.jpg,https://forza.fandom.com/wiki/Porsche_959
1993-porsche-911-turbo-s-leichtbau,1993 Porsche 911 Turbo S Leichtbau,1993,Porsche,911 Turbo S Leichtbau,ger,,,,,,,,,381,347,2844,F6,"Rear-Engined, Rear-Wheel Drive",,,,images/1993-porsche-911-turbo-s-leichtbau.png,https://forza.fandom.com/wiki/Porsche_911_Turbo_S_Leichtbau
1995-porsche-911-gt2-1995,1995 Porsche 911 GT2,1995,Porsche,911 GT2,Germany,,,700.0,,,,,,424,398,2855,F6,"Rear-Engined, Rear-Wheel Drive",,,announced,images/1995-porsche-911-gt2-1995.png,https://forza.fandom.com/wiki/Porsche_911_GT2_%281995%29
2003-porsche-carrera-gt,2003 Porsche Carrera GT,2003,Porsche,Carrera GT,Germany,S1,758,7.6,6.1,6.6,7.2,7.4,5.0,605,435,3528,V10,"Mid-Engined, Rear-Wheel Drive",1800000,rsu,cm,images/2003-porsche-carrera-gt.png,https://forza.fandom.com/wiki/Porsche_Carrera_GT
2012-porsche-911-gt3-rs-4-0,2012 Porsche 911 GT3 RS 4.0,2012,Porsche,911 GT3 RS 4.0,Germany,S1,726,7.4,7.1,7.6,7.1,7.3,5.0,493,339,2998,F6,"Rear-Engined, Rear-Wheel Drive",930000,tt,auto,images/2012-porsche-911-gt3-rs-4-0.png,https://forza.fandom.com/wiki/Porsche_911_GT3_RS_4.0
2014-porsche-918-spyder,2014 Porsche 918 Spyder,2014,Porsche,918 Spyder,ger,S2,858,8.8,7.8,10.0,10.0,9.0,5.1,887,82949,3692,V8,"Mid-Engined, All-Wheel Drive",2300000,h,auto,images/2014-porsche-918-spyder.png,https://forza.fandom.com/wiki/Porsche_918_Spyder
2018-porsche-cayenne-turbo-2018,2018 Porsche Cayenne Turbo,2018,Porsche,Cayenne Turbo,ger,,,,,,,,,550,568,4796,V8,"Front-Engined, All-Wheel Drive",,,announced,images/2018-porsche-cayenne-turbo-2018.png,https://forza.fandom.com/wiki/Porsche_Cayenne_Turbo_%282018%29
2016-rj-anderson-37-polaris-rzr-pro-2-truck,2016 RJ #37 Polaris RZR-Rockstar Energy Pro 2 Truck,2016,RJ,#37 Polaris RZR-Rockstar Energy Pro 2 Truck,United States,A,674,5.9,3.7,4.5,4.2,5.1,10.0,850,640,3750,V8,"Front-Engined, Rear-Wheel Drive",120000,uo,auto,images/2016-rj-anderson-37-polaris-rzr-pro-2-truck.png,https://forza.fandom.com/wiki/RJ_Anderson_37_Polaris_RZR_Pro_2_Truck
2021-rj-anderson-37-polaris-rzr-pro-4-truck,2021 RJ #37 Polaris RZR Pro 4 Truck,2021,RJ,#37 Polaris RZR Pro 4 Truck,United States,,,700.0,,,,,,846,642,4329,V8,"Mid-Engined, All-Wheel Drive",,,announced,images/2021-rj-anderson-37-polaris-rzr-pro-4-truck.jpg,https://forza.fandom.com/wiki/RJ_Anderson_37_Polaris_RZR_Pro_4_Truck
2015-radical-rxc-turbo,2015 Radical RXC Turbo,2015,Radical,RXC Turbo,United Kingdom,S2,842,7.0,8.2,7.0,5.8,8.3,4.6,454,500,2072,V6,"Mid-Engined, Rear-Wheel Drive",147000,ett,announced,images/2015-radical-rxc-turbo.png,https://forza.fandom.com/wiki/Radical_RXC_Turbo
1972-reliant-supervan-iii,1972 Reliant Supervan III,1972,Reliant,Supervan III,United Kingdom,,,,,,,,,32,38,1004,I4,"Front-Engined, Rear-Wheel Drive",,,announced,images/1972-reliant-supervan-iii.png,https://forza.fandom.com/wiki/Reliant_Supervan_III
1967-renault-8-gordini,1967 Renault 8 Gordini,1967,Renault,8 Gordini,fra,D,322,4.0,4.2,3.5,2.8,2.9,6.1,103,86,1885,I4,"Rear-Engined, Rear-Wheel Drive",250000,cra,Hard-to-Find,images/1967-renault-8-gordini.png,https://forza.fandom.com/wiki/Renault_8_Gordini
2017-saleen-s7-lm,2017 Saleen S7 LM,2017,Saleen,S7 LM,United States,,,900.0,,,,,,1000,850,2950,V8,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2017-saleen-s7-lm.png,https://forza.fandom.com/wiki/Saleen_S7_LM
1993-schuppan-962cr,1993 Schuppan 962CR,1993,Schuppan,962CR,United Kingdom,,,,,,,,,600,479,2315,F6,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1993-schuppan-962cr.png,https://forza.fandom.com/wiki/Schuppan_962CR
2020-sierra-cars-23-yokohama-alpha,2020 Sierra #23 Yokohama Alpha,2020,Sierra,#23 Yokohama Alpha,United States,,,,,,,,,600,287,1150,I4,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2020-sierra-cars-23-yokohama-alpha.png,https://forza.fandom.com/wiki/SIERRA_Cars_23_Yokohama_ALPHA
1980-subaru-brat-gl,1980 Subaru BRAT GL,1980,Subaru,BRAT GL,Japan,,159,3.6,3.9,2.3,2.1,1.9,6.7,69,84,2061,F4,"Front-Engined, All-Wheel Drive",20000,uh,announced,images/1980-subaru-brat-gl.png,https://forza.fandom.com/wiki/Subaru_BRAT_GL
2004-subaru-impreza-wrx-sti-2004,2004 Subaru Impreza WRX STi,2004,Subaru,Impreza WRX STi,Japan,B,552,5.9,4.9,6.0,3.6,3.6,5.9,278,2904,3270,F4,"Front-Engined, All-Wheel Drive",30000,mr,announced,images/2004-subaru-impreza-wrx-sti-2004.png,https://forza.fandom.com/wiki/Subaru_IMPREZA_WRX_STI_%282004%29
2013-subaru-brz-2013,2013 Subaru BRZ,2013,Subaru,BRZ,Japan,C,463,5.7,4.6,4.2,3.6,3.1,5.3,200,151,2764,F4,"Front-Engined, Rear-Wheel Drive",25000,msp,announced,images/2013-subaru-brz-2013.png,https://forza.fandom.com/wiki/Subaru_BRZ_%282013%29
2018-subaru-wrx-sti-arx-supercar,2018 Subaru WRX STI ARX Supercar,2018,Subaru,WRX STI ARX Supercar,jpn,,,800.0,,,,,,600,479,2820,F4,"Front-Engined, All-Wheel Drive",,,announced,images/2018-subaru-wrx-sti-arx-supercar.jpg,https://forza.fandom.com/wiki/Subaru_WRX_STI_ARX_Supercar
2019-subaru-sti-s209,2019 Subaru STI 209,2019,Subaru,STI 209,jpn,,,600.0,,,,,,341,330,3485,F4,"Front-Engined, All-Wheel Drive",,,announced,images/2019-subaru-sti-s209.png,https://forza.fandom.com/wiki/Subaru_STI_S209
1965-toyota-sports-800-fanta-edition,1965 Toyota Sports 800 Fanta Edition,1965,Toyota,Sports 800 Fanta Edition,jp,,,400.0,,,,,,44,49,1329,F2,"Front-Engined, Rear-Wheel Drive",,,announced,images/1965-toyota-sports-800-fanta-edition.png,https://forza.fandom.com/wiki/Toyota_Sports_800_Fanta_Edition
1979-toyota-fj40,1979 Toyota FJ40,1979,Toyota,FJ40,Japan,,,400.0,,,,,,135,210,4230,I6,"Front-Engined, All-Wheel Drive",,,announced,images/1979-toyota-fj40.png,https://forza.fandom.com/wiki/Toyota_FJ40
1985-toyota-sprinter-trueno-gt-apex,1985 Toyota Sprinter Trueno GT Apex,1985,Toyota,Sprinter Trueno GT Apex,Japan,D,376,4.5,4.0,4.0,3.4,2.6,5.5,128,110,2094,I4,"Front-Engined, Rear-Wheel Drive",30000,rsp,announced,images/1985-toyota-sprinter-trueno-gt-apex.png,https://forza.fandom.com/wiki/Toyota_Sprinter_Trueno_GT_Apex
1993-toyota-1-t100-baja-truck,1993 Toyota #1 T100 Baja Truck,1993,Toyota,#1 T100 Baja Truck,jpn,,,600.0,,,,,,360,265,4000,V6,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1993-toyota-1-t100-baja-truck.png,https://forza.fandom.com/wiki/Toyota_1_T100_Baja_Truck
1998-toyota-supra-rz,1998 Toyota Supra RZ,1998,Toyota,Supra RZ,Japan,B,526,6.4,4.8,4.6,3.1,3.5,5.2,320,315,3329,I6,"Front-Engined, Rear-Wheel Drive",60000,rsp,auto,images/1998-toyota-supra-rz.png,https://forza.fandom.com/wiki/Toyota_Supra_RZ
2013-toyota-86,2013 Toyota 86,2013,Toyota,86,Japan,,,500.0,,,,,,197,151,2734,F4,"Front-Engined, Rear-Wheel Drive",,,announced,images/2013-toyota-86.png,https://forza.fandom.com/wiki/Toyota_86
2015-ultima-evolution-coupe-1020,2015 Ultima Evolution Coupe 1020,2015,Ultima,Evolution Coupe 1020,United Kingdom,,,,,,,,,1020,9202,2094,V8,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2015-ultima-evolution-coupe-1020.png,https://forza.fandom.com/wiki/Ultima_Evolution_Coupe_1020
1982-volkswagen-pickup-lx,1982 Volkswagen Pickup LX,1982,Volkswagen,Pickup LX,ger,,,,,,,,,52,72,2174,I4,"Front-Engined, Front-Wheel Drive",,,announced,images/1982-volkswagen-pickup-lx.png,https://forza.fandom.com/wiki/Volkswagen_Pickup_LX
1983-volkswagen-golf-gti,1983 Volkswagen Golf GTI,1983,Volkswagen,Golf GTI,ger,,,400.0,,,,,,112,109,1909,I4,"Front-Engined, Front-Wheel Drive",,,announced,images/1983-volkswagen-golf-gti.png,https://forza.fandom.com/wiki/Volkswagen_Golf_GTI
1992-volkswagen-golf-gti-16v-mk2,1992 Volkswagen Golf Gti 16v Mk2,1992,Volkswagen,Golf Gti 16v Mk2,ger,,,400.0,,,,,,139,120,2425,I4,"Front-Engined, Front-Wheel Drive",,,announced,images/1992-volkswagen-golf-gti-16v-mk2.png,https://forza.fandom.com/wiki/Volkswagen_Golf_Gti_16v_Mk2
2010-volkswagen-golf-r-2010,2010 Volkswagen Golf R,2010,Volkswagen,Golf R,ger,,,,,,,,,267,25449,3188,I4,"Front-Engined, All-Wheel Drive",,,announced,images/2010-volkswagen-golf-r-2010.png,https://forza.fandom.com/wiki/Volkswagen_Golf_R_%282010%29
2014-volkswagen-golf-r-2014,2014 Volkswagen Golf R,2014,Volkswagen,Golf R,ger,,,600.0,,,,,,296,283,3254,I4,"Front-Engined, All-Wheel Drive",,,announced,images/2014-volkswagen-golf-r-2014.png,https://forza.fandom.com/wiki/Volkswagen_Golf_R_%282014%29
2017-volkswagen-34-volkswagen-andretti-rally-cross-beetle,2017 Volkswagen #34 Volkswagen Andretti Rallycross Beetle,2017,Volkswagen,#34 Volkswagen Andretti Rallycross Beetle,ger,,,,,,,,,553,464,2668,I4,"Front-Engined, All-Wheel Drive",,,announced,images/2017-volkswagen-34-volkswagen-andretti-rally-cross-beetle.png,https://forza.fandom.com/wiki/Volkswagen_34_Volkswagen_Andretti_Rally_Cross_Beetle
2002-acura-rsx-type-s,2002 acura RSX Type S,2002,acura,RSX Type S,United States,C,462,5.6,4.7,3.9,3.0,3.5,5.6,200,142,2820,I4,"Front-Engined, Front-Wheel Drive",18000,rhh,auto,images/2002-acura-rsx-type-s.png,https://forza.fandom.com/wiki/Acura_RSX_Type_S
2023-acura-integra-a-spec,2023 acura Integra A-Spec,2023,acura,Integra A-Spec,Japan,C,484,5.7,4.7,4.2,4.2,3.7,5.5,200,192,3073,I4,"Front-Engined, Front-Wheel Drive",36000,Hot Hatch,auto,images/2023-acura-integra-a-spec.png,https://forza.fandom.com/wiki/Acura_Integra_A-Spec
2007-alfa-romeo-8c-competizione,2007 alfa 8C Competizione,2007,alfa,8C Competizione,Italy,A,635,7.0,5.3,5.4,5.5,4.9,5.2,450,354,3495,V8,"Front-Engined, Rear-Wheel Drive",312000,gtc,auto,images/2007-alfa-romeo-8c-competizione.png,https://forza.fandom.com/wiki/Alfa_Romeo_8C_Competizione
2015-alumicraft-class-10-race-car,2015 alumi Class 10 Race Car,2015,alumi,Class 10 Race Car,United States,B,532,4.4,3.8,5.0,4.1,4.8,9.9,195,190,2200,I4,"Rear-Engined, Rear-Wheel Drive",45000,ub,auto,images/2015-alumicraft-class-10-race-car.png,https://forza.fandom.com/wiki/Alumicraft_Class_10_Race_Car
2021-alumicraft-122-class-1-buggy,2021 alumi #122 Class 1 Buggy,2021,alumi,#122 Class 1 Buggy,United States,B,571,4.9,2.9,6.4,5.3,5.3,9.1,495,450,3750,V8,"Rear-Engined, Rear-Wheel Drive",160000,ub,auto,images/2021-alumicraft-122-class-1-buggy.png,https://forza.fandom.com/wiki/Alumicraft_122_Class_1_Buggy
2022-alumicraft-6165-trick-truck,2022 alumi #6165 Trick Truck,2022,alumi,#6165 Trick Truck,United States,C,485,4.4,3.0,3.6,2.6,5.0,9.3,430,430,5750,V8,"Front-Engined, Rear-Wheel Drive",300000,uo,auto,images/2022-alumicraft-6165-trick-truck.png,https://forza.fandom.com/wiki/Alumicraft_6165_Trick_Truck
2017-aston-martin-vulcan-amr-pro,2017 am Vulcan AMR Pro,2017,am,Vulcan AMR Pro,United Kingdom,S2,898,7.7,8.8,6.6,7.0,10.0,3.7,820,590,2998,V12,"Front-Engined, Rear-Wheel Drive",3000000,ett,auto,images/2017-aston-martin-vulcan-amr-pro.png,https://forza.fandom.com/wiki/Aston_Martin_Vulcan_AMR_Pro
2019-aston-martin-dbs-superleggera,2019 am DBS Superleggera,2019,am,DBS Superleggera,United Kingdom,S1,736,7.8,5.9,5.8,6.2,6.9,5.0,715,663,3966,V12,"Front-Engined, Rear-Wheel Drive",275000,sgt,wheel,images/2019-aston-martin-dbs-superleggera.png,https://forza.fandom.com/wiki/Aston_Martin_DBS_Superleggera
2015-mercedes-amg-gt-s,2015 amg GT S,2015,amg,GT S,ger,,,,,,,,,503,47949,3573,V8,"Front-Engined, Rear-Wheel Drive",,,announced,images/2015-mercedes-amg-gt-s.png,https://forza.fandom.com/wiki/Mercedes-AMG_GT_S
2016-mercedes-amg-c-63-s-coup,2016 amg C 63 S Coupé,2016,amg,C 63 S Coupé,Germany,,,700.0,,,,,,503,516,3968,V8,"Front-Engined, Rear-Wheel Drive",,,announced,images/2016-mercedes-amg-c-63-s-coup.png,https://forza.fandom.com/wiki/Mercedes-AMG_C_63_S_Coup%C3%A9
2017-mercedes-amg-gt-r,2017 amg GT R,2017,amg,GT R,Germany,,,,,,,,,577,516,3428,V8,"Front-Engined, Rear-Wheel Drive",,,,images/2017-mercedes-amg-gt-r.png,https://forza.fandom.com/wiki/Mercedes-AMG_GT_R
2018-mercedes-amg-e-63-s,2018 amg E 63 S,2018,amg,E 63 S,ger,,,700.0,,,,,,603,626,4515,V8,"Front-Engined, All-Wheel Drive",,,announced,images/2018-mercedes-amg-e-63-s.png,https://forza.fandom.com/wiki/Mercedes-AMG_E_63_S
2018-mercedes-amg-gt-4-door-coup,2018 amg GT 4-Door Coupé,2018,amg,GT 4-Door Coupé,ger,,,700.0,,,,,,630,663,4508,V8,"Front-Engined, All-Wheel Drive",,,announced,images/2018-mercedes-amg-gt-4-door-coup.png,https://forza.fandom.com/wiki/Mercedes-AMG_GT_4-Door_Coup%C3%A9
2020-mercedes-amg-slc-43-final-edition,2020 amg SLC 43 Final Edition,2020,amg,SLC 43 Final Edition,ger,,,700.0,,,,,,,,,V6,"Front-Engined, Rear-Wheel Drive",,,announced,images/2020-mercedes-amg-slc-43-final-edition.jpg,https://forza.fandom.com/wiki/Mercedes-AMG_SLC_43_Final_Edition
2021-mercedes-amg-gt-black-series,2021 amg GT Black Series,2021,amg,GT Black Series,ger,S1,782,7.4,7.1,6.5,6.2,8.4,4.7,720,590,3616,V8,"Front-Engined, Rear-Wheel Drive",440000,tt,auto,images/2021-mercedes-amg-gt-black-series.png,https://forza.fandom.com/wiki/Mercedes-AMG_GT_Black_Series
2021-mercedes-amg-mercedes-amg-one,2021 amg Mercedes-AMG ONE,2021,amg,Mercedes-AMG ONE,ger,S2,900,8.5,8.7,10.0,9.4,9.6,5.3,877,535,3737,V6,"Mid-Engined, All-Wheel Drive",2800000,h,announced,images/2021-mercedes-amg-mercedes-amg-one.png,https://forza.fandom.com/wiki/Mercedes-AMG_Mercedes-AMG_ONE
2021-mercedes-amg-sl-63,2021 amg SL 63,2021,amg,SL 63,ger,,,700.0,,,,,,577,590,4305,V8,"Front-Engined, All-Wheel Drive",,,announced,images/2021-mercedes-amg-sl-63.png,https://forza.fandom.com/wiki/Mercedes-AMG_SL_63
2554-amg-transport-dynamics-m12s-warthog-cst,2554 amgtd M12S Warthog CST,2554,amgtd,M12S Warthog CST,United States,A,663,4.2,3.7,9.1,10.0,6.7,10.0,965,905,5071,V8,"Front-Engined, All-Wheel Drive",850000,uo,auto,images/2554-amg-transport-dynamics-m12s-warthog-cst.png,https://forza.fandom.com/wiki/AMG_Transport_Dynamics_M12S_Warthog_CST
2019-aston-martin-valhalla-concept-car,2019 aston Valhalla Concept Car,2019,aston,Valhalla Concept Car,United Kingdom,X,960,8.5,9.2,10.0,10.0,10.0,4.9,1042,995,3097,V6,"Mid-Engined, All-Wheel Drive",1150000,h,wheel,images/2019-aston-martin-valhalla-concept-car.png,https://forza.fandom.com/wiki/Aston_Martin_Valhalla_Concept_Car
2022-aston-martin-valkyrie-amr-pro,2022 aston martin Valkyrie AMR Pro,2022,aston martin,Valkyrie AMR Pro,United Kingdom,X,989,7.9,9.4,8.0,8.6,10.0,4.7,1000,545,2370,V12,"Mid-Engined, Rear-Wheel Drive",4200000,ett,auto,images/2022-aston-martin-valkyrie-amr-pro.png,https://forza.fandom.com/wiki/Aston_Martin_Valkyrie_AMR_Pro
2023-aston-martin-valkyrie,2023 aston martin Valkyrie,2023,aston martin,Valkyrie,United Kingdom,X,925,9.2,8.8,7.4,8.0,10.0,4.7,1140,663,2976,V12,"Mid-Engined, Rear-Wheel Drive",2750000,h,auto,images/2023-aston-martin-valkyrie.png,https://forza.fandom.com/wiki/Aston_Martin_Valkyrie
